date,ticker,region,existing_cards,existing_txns,existing_spend,new_cards,new_txns,new_spend
2026-05-29,PIZZ,NORTHEAST,1747,151,1759.06,533,56,621.66
2026-05-29,PIZZ,SOUTHEAST,1700,139,1665.04,458,50,563.78
2026-05-29,PIZZ,MIDWEST,1489,139,1646.67,383,39,413.66
2026-05-29,PIZZ,WEST,1935,168,1890.7,623,70,730.85
2026-05-30,PIZZ,NORTHEAST,1904,189,2278.15,439,44,473.2
2026-05-30,PIZZ,SOUTHEAST,1625,155,1833.0,459,56,678.86
2026-05-30,PIZZ,MIDWEST,1441,142,1661.19,342,37,402.36
2026-05-30,PIZZ,WEST,2027,197,2250.7,544,57,630.23
2026-05-31,PIZZ,NORTHEAST,1763,164,1963.08,494,64,705.26
2026-05-31,PIZZ,SOUTHEAST,1716,159,1882.05,461,56,619.63
2026-05-31,PIZZ,MIDWEST,1331,121,1368.29,456,49,565.93
2026-05-31,PIZZ,WEST,2044,196,2237.78,651,73,807.12
2026-06-01,PIZZ,NORTHEAST,1887,169,2044.38,584,70,770.09
2026-06-01,PIZZ,SOUTHEAST,1567,149,1669.83,504,53,616.15
2026-06-01,PIZZ,MIDWEST,1442,141,1596.08,437,47,518.85
2026-06-01,PIZZ,WEST,1857,181,2057.15,624,74,865.98
2026-06-02,PIZZ,NORTHEAST,1848,153,1744.87,497,50,537.79
2026-06-02,PIZZ,SOUTHEAST,1672,160,1884.65,453,49,559.49
2026-06-02,PIZZ,MIDWEST,1454,125,1459.91,443,56,620.83
2026-06-02,PIZZ,WEST,1711,161,1940.7,529,64,748.97
2026-06-03,PIZZ,NORTHEAST,1813,162,1889.55,543,63,736.39
2026-06-03,PIZZ,SOUTHEAST,1634,147,1746.32,489,49,547.56
2026-06-03,PIZZ,MIDWEST,1574,142,1666.73,395,44,488.96
2026-06-03,PIZZ,WEST,1999,185,2145.55,652,70,750.7
2026-06-04,PIZZ,NORTHEAST,1896,181,2055.94,506,52,634.96
2026-06-04,PIZZ,SOUTHEAST,1675,157,1874.69,528,72,819.87
2026-06-04,PIZZ,MIDWEST,1475,134,1608.47,463,53,532.17
2026-06-04,PIZZ,WEST,1958,171,2040.0,518,56,596.3
2026-06-05,PIZZ,NORTHEAST,1799,168,1980.89,538,60,630.83
2026-06-05,PIZZ,SOUTHEAST,1632,145,1747.21,595,59,657.15
2026-06-05,PIZZ,MIDWEST,1347,115,1352.25,469,52,598.96
2026-06-05,PIZZ,WEST,1980,177,2163.77,649,74,850.63
2026-06-06,PIZZ,NORTHEAST,1876,171,2063.05,496,51,570.43
2026-06-06,PIZZ,SOUTHEAST,1511,152,1774.22,552,63,690.39
2026-06-06,PIZZ,MIDWEST,1421,138,1594.1,382,48,530.82
2026-06-06,PIZZ,WEST,1949,178,2007.72,492,53,578.22
2026-06-07,PIZZ,NORTHEAST,1810,168,1931.74,535,69,778.9
2026-06-07,PIZZ,SOUTHEAST,1613,136,1551.93,514,53,572.79
2026-06-07,PIZZ,MIDWEST,1360,123,1446.72,449,50,561.07
2026-06-07,PIZZ,WEST,2053,156,1757.17,612,71,717.07
2026-06-08,PIZZ,NORTHEAST,1752,173,2007.44,579,70,802.4
2026-06-08,PIZZ,SOUTHEAST,1554,144,1639.36,537,64,741.31
2026-06-08,PIZZ,MIDWEST,1461,113,1313.31,428,51,596.19
2026-06-08,PIZZ,WEST,2002,178,2104.67,673,84,965.34
2026-06-09,PIZZ,NORTHEAST,1772,165,1918.09,634,63,661.54
2026-06-09,PIZZ,SOUTHEAST,1703,167,1979.52,515,63,697.92
2026-06-09,PIZZ,MIDWEST,1389,132,1490.34,475,53,589.44
2026-06-09,PIZZ,WEST,2150,181,2128.33,697,85,956.21
2026-06-10,PIZZ,NORTHEAST,1714,170,1956.0,674,77,884.02
2026-06-10,PIZZ,SOUTHEAST,1687,150,1745.42,572,63,721.51
2026-06-10,PIZZ,MIDWEST,1417,135,1581.61,475,60,640.15
2026-06-10,PIZZ,WEST,1880,153,1948.52,619,77,841.04
2026-06-11,PIZZ,NORTHEAST,1750,153,1891.0,549,57,647.52
2026-06-11,PIZZ,SOUTHEAST,1663,156,1760.54,531,64,695.69
2026-06-11,PIZZ,MIDWEST,1550,138,1627.17,477,53,610.87
2026-06-11,PIZZ,WEST,1836,168,1881.82,668,65,738.85
2026-06-12,PIZZ,NORTHEAST,1738,168,1934.28,665,74,813.28
2026-06-12,PIZZ,SOUTHEAST,1567,140,1558.32,537,52,580.02
2026-06-12,PIZZ,MIDWEST,1397,125,1418.47,459,51,575.96
2026-06-12,PIZZ,WEST,2114,189,2253.15,693,84,921.65
2026-06-13,PIZZ,NORTHEAST,1972,165,1883.64,608,65,729.1
2026-06-13,PIZZ,SOUTHEAST,1665,152,1750.12,554,61,662.95
2026-06-13,PIZZ,MIDWEST,1310,124,1520.78,436,47,548.85
2026-06-13,PIZZ,WEST,1849,159,1877.23,654,78,815.23
2026-06-14,PIZZ,NORTHEAST,1860,163,1960.38,635,69,799.89
2026-06-14,PIZZ,SOUTHEAST,1596,137,1573.59,478,53,568.04
2026-06-14,PIZZ,MIDWEST,1517,130,1568.39,506,50,550.51
2026-06-14,PIZZ,WEST,1946,171,1982.31,763,85,902.05
2026-06-15,PIZZ,NORTHEAST,1711,151,1879.88,577,73,762.51
2026-06-15,PIZZ,SOUTHEAST,1574,140,1610.23,552,65,712.74
2026-06-15,PIZZ,MIDWEST,1337,123,1433.53,505,53,619.72
2026-06-15,PIZZ,WEST,2002,169,2016.16,608,65,712.39
2026-06-16,PIZZ,NORTHEAST,1817,189,2178.3,630,74,812.84
2026-06-16,PIZZ,SOUTHEAST,1490,136,1487.35,560,56,630.35
2026-06-16,PIZZ,MIDWEST,1508,131,1557.01,528,55,556.26
2026-06-16,PIZZ,WEST,1910,177,1995.73,664,77,874.62
2026-06-17,PIZZ,NORTHEAST,1897,177,2006.52,594,59,668.1
2026-06-17,PIZZ,SOUTHEAST,1780,149,1761.4,579,82,978.6
2026-06-17,PIZZ,MIDWEST,1407,136,1620.85,419,48,529.43
2026-06-17,PIZZ,WEST,2138,192,2271.53,750,92,972.05
2026-06-18,PIZZ,NORTHEAST,1792,167,1975.38,601,74,794.1
2026-06-18,PIZZ,SOUTHEAST,1580,157,1810.15,490,62,654.05
2026-06-18,PIZZ,MIDWEST,1386,128,1529.84,521,64,733.26
2026-06-18,PIZZ,WEST,2034,186,2150.01,646,87,1000.09
2026-06-19,PIZZ,NORTHEAST,1821,178,2106.21,648,75,856.38
2026-06-19,PIZZ,SOUTHEAST,1632,137,1613.75,584,67,735.6
2026-06-19,PIZZ,MIDWEST,1453,132,1490.13,492,53,557.01
2026-06-19,PIZZ,WEST,2017,187,2234.27,665,79,877.26
2026-06-20,PIZZ,NORTHEAST,1848,160,1919.92,587,56,623.2
2026-06-20,PIZZ,SOUTHEAST,1496,144,1617.64,563,55,627.28
2026-06-20,PIZZ,MIDWEST,1538,137,1656.47,491,51,558.8
2026-06-20,PIZZ,WEST,1895,179,2117.22,776,83,913.39
2026-06-21,PIZZ,NORTHEAST,1742,151,1740.2,653,78,904.28
2026-06-21,PIZZ,SOUTHEAST,1590,143,1647.74,408,46,517.8
2026-06-21,PIZZ,MIDWEST,1397,128,1544.18,450,53,571.19
2026-06-21,PIZZ,WEST,1958,176,2033.33,770,87,953.15
2026-06-22,PIZZ,NORTHEAST,1697,169,1997.73,630,67,732.25
2026-06-22,PIZZ,SOUTHEAST,1748,151,1701.97,629,66,751.23
2026-06-22,PIZZ,MIDWEST,1575,132,1497.48,554,70,837.55
2026-06-22,PIZZ,WEST,2001,184,2069.24,678,77,864.45
2026-06-23,PIZZ,NORTHEAST,1717,154,1845.2,714,85,977.49
2026-06-23,PIZZ,SOUTHEAST,1740,139,1717.76,569,56,631.83
2026-06-23,PIZZ,MIDWEST,1489,130,1577.05,543,73,813.93
2026-06-23,PIZZ,WEST,1977,174,1968.97,718,96,1039.94
2026-06-24,PIZZ,NORTHEAST,1722,158,1798.61,663,74,804.91
2026-06-24,PIZZ,SOUTHEAST,1574,143,1741.82,484,63,714.87
2026-06-24,PIZZ,MIDWEST,1540,147,1748.04,475,50,577.61
2026-06-24,PIZZ,WEST,2031,207,2179.36,666,60,717.6
2026-06-25,PIZZ,NORTHEAST,1731,143,1696.53,678,69,745.95
2026-06-25,PIZZ,SOUTHEAST,1597,158,1795.48,573,70,783.4
2026-06-25,PIZZ,MIDWEST,1407,128,1550.04,511,63,668.78
2026-06-25,PIZZ,WEST,1942,169,2027.82,640,63,709.72
2026-06-26,PIZZ,NORTHEAST,1894,193,2138.77,577,72,822.94
2026-06-26,PIZZ,SOUTHEAST,1576,145,1744.44,607,59,653.78
2026-06-26,PIZZ,MIDWEST,1448,140,1690.32,520,62,674.57
2026-06-26,PIZZ,WEST,1886,173,1927.85,589,59,676.16
2026-06-27,PIZZ,NORTHEAST,1801,162,1970.65,666,74,857.53
2026-06-27,PIZZ,SOUTHEAST,1613,131,1499.85,556,64,711.84
2026-06-27,PIZZ,MIDWEST,1471,133,1534.12,503,56,614.15
2026-06-27,PIZZ,WEST,1827,157,1855.01,646,81,915.59
2026-06-28,PIZZ,NORTHEAST,1776,145,1677.33,633,75,870.34
2026-06-28,PIZZ,SOUTHEAST,1696,160,1911.18,669,80,914.63
2026-06-28,PIZZ,MIDWEST,1395,127,1502.24,450,59,652.94
2026-06-28,PIZZ,WEST,2041,160,1866.71,651,73,776.69
2026-06-29,PIZZ,NORTHEAST,1695,137,1658.02,615,63,661.6
2026-06-29,PIZZ,SOUTHEAST,1601,158,1834.85,546,61,660.27
2026-06-29,PIZZ,MIDWEST,1416,122,1477.44,615,68,722.87
2026-06-29,PIZZ,WEST,1994,181,2170.1,688,77,854.99
2026-06-30,PIZZ,NORTHEAST,1779,164,1939.72,682,66,751.45
2026-06-30,PIZZ,SOUTHEAST,1630,130,1516.79,560,63,665.96
2026-06-30,PIZZ,MIDWEST,1491,140,1677.7,548,65,736.96
2026-06-30,PIZZ,WEST,2096,189,2263.43,656,79,874.57
2026-07-01,PIZZ,NORTHEAST,1940,180,2044.14,687,75,875.61
2026-07-01,PIZZ,SOUTHEAST,1620,145,1687.96,543,62,685.07
2026-07-01,PIZZ,MIDWEST,1441,138,1555.19,527,67,740.29
2026-07-01,PIZZ,WEST,1938,177,2134.17,734,91,972.43
2026-07-02,PIZZ,NORTHEAST,1917,169,2011.96,723,78,934.68
2026-07-02,PIZZ,SOUTHEAST,1635,144,1757.0,637,86,952.42
2026-07-02,PIZZ,MIDWEST,1345,124,1367.87,570,65,656.99
2026-07-02,PIZZ,WEST,1961,167,1832.7,679,72,801.06
2026-07-03,PIZZ,NORTHEAST,1707,165,2048.68,701,74,822.73
2026-07-03,PIZZ,SOUTHEAST,1614,137,1586.33,666,71,813.01
2026-07-03,PIZZ,MIDWEST,1418,120,1382.42,574,65,700.93
2026-07-03,PIZZ,WEST,1950,164,1926.13,792,97,1158.7
2026-07-04,PIZZ,NORTHEAST,1852,144,1695.48,598,66,706.89
2026-07-04,PIZZ,SOUTHEAST,1654,148,1697.67,610,60,643.19
2026-07-04,PIZZ,MIDWEST,1477,147,1682.05,594,66,767.9
2026-07-04,PIZZ,WEST,1851,168,2029.3,669,76,809.36
2026-07-05,PIZZ,NORTHEAST,1763,161,1857.34,640,74,790.56
2026-07-05,PIZZ,SOUTHEAST,1581,135,1581.88,568,59,633.28
2026-07-05,PIZZ,MIDWEST,1346,123,1475.68,533,54,565.06
2026-07-05,PIZZ,WEST,1922,168,1949.12,738,87,933.24
2026-07-06,PIZZ,NORTHEAST,1963,165,1894.92,669,71,717.99
2026-07-06,PIZZ,SOUTHEAST,1697,183,2201.23,523,59,650.52
2026-07-06,PIZZ,MIDWEST,1518,137,1582.49,509,59,651.25
2026-07-06,PIZZ,WEST,1997,183,2130.22,745,82,908.2
2026-07-07,PIZZ,NORTHEAST,1669,130,1498.07,721,79,844.14
2026-07-07,PIZZ,SOUTHEAST,1614,135,1523.41,593,67,747.08
2026-07-07,PIZZ,MIDWEST,1522,133,1479.07,500,53,588.15
2026-07-07,PIZZ,WEST,1845,170,2004.64,702,87,954.76
2026-07-08,PIZZ,NORTHEAST,1703,147,1672.31,742,80,926.35
2026-07-08,PIZZ,SOUTHEAST,1642,146,1724.79,608,66,699.37
2026-07-08,PIZZ,MIDWEST,1500,154,1735.86,551,72,856.05
2026-07-08,PIZZ,WEST,2132,190,2303.95,764,80,897.47
2026-07-09,PIZZ,NORTHEAST,1835,179,2049.0,646,75,858.71
2026-07-09,PIZZ,SOUTHEAST,1752,160,1839.65,626,88,900.14
2026-07-09,PIZZ,MIDWEST,1434,141,1657.5,516,56,641.12
2026-07-09,PIZZ,WEST,1879,171,1991.9,803,97,1115.41
2026-07-10,PIZZ,NORTHEAST,1819,170,1974.83,648,73,830.37
2026-07-10,PIZZ,SOUTHEAST,1692,168,1939.03,578,60,677.09
2026-07-10,PIZZ,MIDWEST,1292,106,1241.47,571,57,648.32
2026-07-10,PIZZ,WEST,1981,185,2222.35,759,87,978.83
2026-07-11,PIZZ,NORTHEAST,1700,157,1742.02,763,91,979.62
2026-07-11,PIZZ,SOUTHEAST,1616,139,1644.07,695,78,870.98
2026-07-11,PIZZ,MIDWEST,1524,135,1623.27,528,59,676.7
2026-07-11,PIZZ,WEST,2095,174,2019.38,855,100,1079.04
2026-07-12,PIZZ,NORTHEAST,1830,158,1918.98,662,69,771.57
2026-07-12,PIZZ,SOUTHEAST,1615,144,1635.37,672,75,802.33
2026-07-12,PIZZ,MIDWEST,1656,153,1751.51,604,64,742.3
2026-07-12,PIZZ,WEST,2115,198,2369.36,848,113,1432.56
2026-07-13,PIZZ,NORTHEAST,1595,149,1738.13,817,95,1086.66
2026-07-13,PIZZ,SOUTHEAST,1595,153,1829.7,651,86,1032.64
2026-07-13,PIZZ,MIDWEST,1484,132,1521.06,674,72,821.37
2026-07-13,PIZZ,WEST,1913,164,1866.78,883,98,1017.71
2026-07-14,PIZZ,NORTHEAST,1709,140,1613.56,687,88,942.65
2026-07-14,PIZZ,SOUTHEAST,1527,138,1705.88,627,67,793.19
2026-07-14,PIZZ,MIDWEST,1319,118,1355.36,602,71,789.59
2026-07-14,PIZZ,WEST,1943,174,2011.5,753,86,966.84
2026-07-15,PIZZ,NORTHEAST,1952,179,2027.26,735,79,945.32
2026-07-15,PIZZ,SOUTHEAST,1648,142,1605.89,683,73,768.85
2026-07-15,PIZZ,MIDWEST,1431,121,1411.94,589,77,902.54
2026-07-15,PIZZ,WEST,2105,180,2129.98,732,80,869.49
2026-07-16,PIZZ,NORTHEAST,1691,133,1586.86,726,77,867.66
2026-07-16,PIZZ,SOUTHEAST,1596,148,1711.47,676,62,747.33
2026-07-16,PIZZ,MIDWEST,1490,127,1432.67,472,51,557.21
2026-07-16,PIZZ,WEST,1942,169,1974.37,674,65,748.45
2026-07-17,PIZZ,NORTHEAST,1790,170,1910.07,701,72,881.82
2026-07-17,PIZZ,SOUTHEAST,1463,121,1428.9,707,67,711.6
2026-07-17,PIZZ,MIDWEST,1268,118,1405.26,568,59,649.18
2026-07-17,PIZZ,WEST,1952,176,1980.47,870,90,981.53
2026-07-18,PIZZ,NORTHEAST,1770,165,1921.73,828,104,1121.77
2026-07-18,PIZZ,SOUTHEAST,1697,140,1571.01,747,89,1057.69
2026-07-18,PIZZ,MIDWEST,1426,123,1396.5,662,79,823.67
2026-07-18,PIZZ,WEST,1879,158,1771.78,870,98,1110.75
2026-07-19,PIZZ,NORTHEAST,1810,144,1647.13,669,82,922.75
2026-07-19,PIZZ,SOUTHEAST,1565,151,1889.46,606,58,654.63
2026-07-19,PIZZ,MIDWEST,1469,116,1295.28,542,65,726.7
2026-07-19,PIZZ,WEST,1838,153,1719.77,805,107,1259.99
2026-07-20,PIZZ,NORTHEAST,1873,154,1853.69,691,73,850.98
2026-07-20,PIZZ,SOUTHEAST,1597,148,1756.36,628,72,823.83
2026-07-20,PIZZ,MIDWEST,1430,117,1420.88,561,60,648.1
2026-07-20,PIZZ,WEST,2067,186,2281.76,711,78,868.47
2026-07-21,PIZZ,NORTHEAST,1769,143,1608.41,705,77,845.82
2026-07-21,PIZZ,SOUTHEAST,1589,131,1448.74,736,94,1042.27
2026-07-21,PIZZ,MIDWEST,1512,141,1690.61,560,64,699.51
2026-07-21,PIZZ,WEST,1812,147,1728.62,813,96,1066.87
2026-07-22,PIZZ,NORTHEAST,1809,163,1834.48,697,94,1059.56
2026-07-22,PIZZ,SOUTHEAST,1718,147,1718.52,744,87,986.52
2026-07-22,PIZZ,MIDWEST,1502,133,1486.88,531,54,563.85
2026-07-22,PIZZ,WEST,1762,144,1646.56,929,98,1096.49
2026-07-23,PIZZ,NORTHEAST,1777,156,1745.14,778,85,981.13
2026-07-23,PIZZ,SOUTHEAST,1637,133,1586.0,604,59,709.39
2026-07-23,PIZZ,MIDWEST,1481,139,1605.42,578,61,660.78
2026-07-23,PIZZ,WEST,1913,153,1852.66,756,92,974.87
2026-07-24,PIZZ,NORTHEAST,1804,150,1719.11,741,80,885.87
2026-07-24,PIZZ,SOUTHEAST,1588,132,1537.12,677,82,901.29
2026-07-24,PIZZ,MIDWEST,1345,114,1321.94,588,71,834.76
2026-07-24,PIZZ,WEST,2017,183,2172.97,809,93,1066.9
2026-07-25,PIZZ,NORTHEAST,1858,148,1718.65,742,86,1017.88
2026-07-25,PIZZ,SOUTHEAST,1738,146,1787.01,657,81,913.26
2026-07-25,PIZZ,MIDWEST,1442,122,1466.05,641,64,756.66
2026-07-25,PIZZ,WEST,1968,180,2053.75,831,94,922.84
2026-07-26,PIZZ,NORTHEAST,1934,177,2051.36,875,112,1306.98
2026-07-26,PIZZ,SOUTHEAST,1528,152,1792.38,776,82,913.88
2026-07-26,PIZZ,MIDWEST,1380,118,1338.8,563,69,761.55
2026-07-26,PIZZ,WEST,1949,152,1774.58,756,93,1013.06
2026-07-27,PIZZ,NORTHEAST,1836,158,1796.6,683,83,927.36
2026-07-27,PIZZ,SOUTHEAST,1520,135,1622.22,690,83,907.28
2026-07-27,PIZZ,MIDWEST,1293,104,1203.26,619,75,899.87
2026-07-27,PIZZ,WEST,1972,174,2078.04,852,94,1048.4
2026-07-28,PIZZ,NORTHEAST,1935,169,1869.15,861,97,1127.47
2026-07-28,PIZZ,SOUTHEAST,1566,120,1375.2,606,70,777.84
2026-07-28,PIZZ,MIDWEST,1403,136,1528.63,546,62,714.26
2026-07-28,PIZZ,WEST,1981,166,1983.5,698,71,775.77
2026-07-29,PIZZ,NORTHEAST,1621,142,1623.53,754,86,971.3
2026-07-29,PIZZ,SOUTHEAST,1623,143,1565.18,674,70,757.65
2026-07-29,PIZZ,MIDWEST,1245,101,1166.17,676,69,707.28
2026-07-29,PIZZ,WEST,1971,191,2268.1,821,96,1023.71
2026-07-30,PIZZ,NORTHEAST,1811,156,1919.11,717,84,950.96
2026-07-30,PIZZ,SOUTHEAST,1600,142,1763.45,617,71,819.54
2026-07-30,PIZZ,MIDWEST,1363,110,1219.54,712,84,908.4
2026-07-30,PIZZ,WEST,1915,165,1936.26,789,94,1075.98
2026-07-31,PIZZ,NORTHEAST,1920,173,2061.64,805,100,1135.93
2026-07-31,PIZZ,SOUTHEAST,1595,135,1543.96,705,75,828.11
2026-07-31,PIZZ,MIDWEST,1379,121,1407.82,634,79,875.27
2026-07-31,PIZZ,WEST,1800,164,1917.83,872,98,1059.93
2026-08-01,PIZZ,NORTHEAST,1670,150,1792.45,674,73,746.63
2026-08-01,PIZZ,SOUTHEAST,1474,136,1578.94,785,78,870.19
2026-08-01,PIZZ,MIDWEST,1505,139,1712.72,646,76,858.4
2026-08-01,PIZZ,WEST,2043,182,2121.66,847,102,1105.19
2026-08-02,PIZZ,NORTHEAST,1717,159,1835.29,764,89,968.3
2026-08-02,PIZZ,SOUTHEAST,1539,142,1714.64,654,73,827.65
2026-08-02,PIZZ,MIDWEST,1524,139,1661.75,608,70,814.49
2026-08-02,PIZZ,WEST,1864,172,2020.89,823,98,1110.82
2026-08-03,PIZZ,NORTHEAST,1742,151,1714.46,776,80,841.66
2026-08-03,PIZZ,SOUTHEAST,1683,133,1489.73,654,87,908.46
2026-08-03,PIZZ,MIDWEST,1404,117,1402.89,594,74,823.95
2026-08-03,PIZZ,WEST,2107,188,2185.39,782,85,933.82
2026-08-04,PIZZ,NORTHEAST,1767,160,1859.88,846,95,1041.28
2026-08-04,PIZZ,SOUTHEAST,1686,150,1791.07,737,80,900.26
2026-08-04,PIZZ,MIDWEST,1467,129,1572.29,530,61,686.9
2026-08-04,PIZZ,WEST,2070,176,2062.04,825,83,880.16
2026-08-05,PIZZ,NORTHEAST,1914,153,1801.9,704,85,964.01
2026-08-05,PIZZ,SOUTHEAST,1624,137,1595.08,735,81,824.54
2026-08-05,PIZZ,MIDWEST,1485,130,1505.35,613,50,555.64
2026-08-05,PIZZ,WEST,1933,174,2034.83,822,97,1069.46
2026-08-06,PIZZ,NORTHEAST,1812,156,1851.48,841,99,1169.32
2026-08-06,PIZZ,SOUTHEAST,1705,153,1759.43,705,81,899.88
2026-08-06,PIZZ,MIDWEST,1378,112,1329.29,645,74,766.28
2026-08-06,PIZZ,WEST,1807,160,1923.61,955,113,1291.65
2026-08-07,PIZZ,NORTHEAST,1663,153,1806.85,658,83,961.59
2026-08-07,PIZZ,SOUTHEAST,1584,128,1552.03,730,75,807.14
2026-08-07,PIZZ,MIDWEST,1475,125,1527.07,605,73,852.29
2026-08-07,PIZZ,WEST,1994,180,2058.13,980,113,1219.64
2026-08-08,PIZZ,NORTHEAST,1799,168,1949.57,712,75,870.2
2026-08-08,PIZZ,SOUTHEAST,1606,132,1550.69,753,90,975.23
2026-08-08,PIZZ,MIDWEST,1445,127,1487.57,658,75,837.67
2026-08-08,PIZZ,WEST,1842,151,1826.77,886,96,1107.43
2026-08-09,PIZZ,NORTHEAST,2013,201,2336.47,834,89,1019.16
2026-08-09,PIZZ,SOUTHEAST,1705,144,1612.87,683,79,829.05
2026-08-09,PIZZ,MIDWEST,1507,131,1497.3,651,69,790.94
2026-08-09,PIZZ,WEST,1954,176,2153.6,877,101,1015.69
2026-08-10,PIZZ,NORTHEAST,1859,166,1963.39,780,85,847.97
2026-08-10,PIZZ,SOUTHEAST,1619,135,1576.76,743,86,913.7
2026-08-10,PIZZ,MIDWEST,1490,133,1526.68,584,63,662.24
2026-08-10,PIZZ,WEST,1984,167,2042.09,966,104,1128.79
2026-08-11,PIZZ,NORTHEAST,1759,144,1726.6,790,72,789.65
2026-08-11,PIZZ,SOUTHEAST,1408,121,1436.65,709,69,758.13
2026-08-11,PIZZ,MIDWEST,1497,129,1422.14,593,67,740.96
2026-08-11,PIZZ,WEST,1999,165,1734.22,878,110,1262.44
2026-08-12,PIZZ,NORTHEAST,1629,135,1530.88,923,107,1100.62
2026-08-12,PIZZ,SOUTHEAST,1551,145,1724.04,735,72,745.97
2026-08-12,PIZZ,MIDWEST,1611,136,1524.89,634,85,1005.46
2026-08-12,PIZZ,WEST,2040,171,2048.89,1010,114,1242.96
2026-08-13,PIZZ,NORTHEAST,1805,160,1836.15,681,88,1004.77
2026-08-13,PIZZ,SOUTHEAST,1551,136,1630.59,808,89,971.06
2026-08-13,PIZZ,MIDWEST,1416,126,1363.07,755,84,927.92
2026-08-13,PIZZ,WEST,1899,157,1836.68,889,101,1085.06
2026-08-14,PIZZ,NORTHEAST,1882,157,1848.16,762,91,1033.17
2026-08-14,PIZZ,SOUTHEAST,1664,137,1595.49,768,97,1064.18
2026-08-14,PIZZ,MIDWEST,1466,127,1433.07,587,59,681.58
2026-08-14,PIZZ,WEST,1758,149,1664.76,910,100,1158.77
2026-08-15,PIZZ,NORTHEAST,1813,148,1757.31,800,95,1031.46
2026-08-15,PIZZ,SOUTHEAST,1449,130,1496.39,888,102,1066.78
2026-08-15,PIZZ,MIDWEST,1400,132,1529.58,635,71,786.32
2026-08-15,PIZZ,WEST,1918,154,1719.18,988,137,1545.59
2026-08-16,PIZZ,NORTHEAST,1917,172,2025.22,742,85,947.28
2026-08-16,PIZZ,SOUTHEAST,1600,135,1574.9,754,84,909.56
2026-08-16,PIZZ,MIDWEST,1428,125,1475.15,691,85,967.01
2026-08-16,PIZZ,WEST,2091,195,2212.75,924,105,1176.25
2026-08-17,PIZZ,NORTHEAST,1727,169,1851.39,803,96,989.54
2026-08-17,PIZZ,SOUTHEAST,1587,138,1572.4,794,78,819.72
2026-08-17,PIZZ,MIDWEST,1560,136,1589.57,571,61,697.47
2026-08-17,PIZZ,WEST,1857,152,1815.35,841,96,1045.24
2026-08-18,PIZZ,NORTHEAST,1677,145,1698.0,709,87,929.84
2026-08-18,PIZZ,SOUTHEAST,1549,135,1601.8,821,82,906.72
2026-08-18,PIZZ,MIDWEST,1497,124,1413.9,673,82,942.73
2026-08-18,PIZZ,WEST,2009,172,1934.69,873,86,997.53
2026-08-19,PIZZ,NORTHEAST,1831,157,1818.22,874,84,983.61
2026-08-19,PIZZ,SOUTHEAST,1668,137,1586.58,893,108,1267.1
2026-08-19,PIZZ,MIDWEST,1443,118,1359.0,737,85,925.27
2026-08-19,PIZZ,WEST,1709,154,1847.08,933,107,1177.68
2026-08-20,PIZZ,NORTHEAST,1681,147,1651.3,849,98,1088.78
2026-08-20,PIZZ,SOUTHEAST,1526,124,1457.42,686,72,810.5
2026-08-20,PIZZ,MIDWEST,1396,123,1429.65,690,76,809.07
2026-08-20,PIZZ,WEST,1829,163,1928.14,879,114,1276.75
2026-08-21,PIZZ,NORTHEAST,1803,160,1822.78,812,88,969.49
2026-08-21,PIZZ,SOUTHEAST,1688,151,1711.11,835,117,1252.73
2026-08-21,PIZZ,MIDWEST,1543,122,1405.66,694,64,708.11
2026-08-21,PIZZ,WEST,2010,185,2177.86,978,92,1016.32
2026-08-22,PIZZ,NORTHEAST,1769,174,2101.73,808,101,1071.52
2026-08-22,PIZZ,SOUTHEAST,1660,134,1624.51,809,102,1161.85
2026-08-22,PIZZ,MIDWEST,1431,118,1363.35,693,82,930.06
2026-08-22,PIZZ,WEST,1973,177,2002.12,963,97,1085.29
2026-08-23,PIZZ,NORTHEAST,1777,166,1900.99,825,81,929.45
2026-08-23,PIZZ,SOUTHEAST,1502,140,1560.84,728,69,761.29
2026-08-23,PIZZ,MIDWEST,1471,139,1657.0,696,75,824.5
2026-08-23,PIZZ,WEST,2195,210,2506.34,858,100,1139.27
2026-08-24,PIZZ,NORTHEAST,1697,150,1780.48,869,93,1091.25
2026-08-24,PIZZ,SOUTHEAST,1571,139,1669.28,741,88,1032.98
2026-08-24,PIZZ,MIDWEST,1484,125,1473.82,686,74,826.61
2026-08-24,PIZZ,WEST,1952,161,1836.64,851,100,1083.12
2026-08-25,PIZZ,NORTHEAST,1885,161,1888.03,852,106,1102.44
2026-08-25,PIZZ,SOUTHEAST,1612,141,1602.06,758,84,1023.61
2026-08-25,PIZZ,MIDWEST,1539,138,1720.27,815,99,1104.78
2026-08-25,PIZZ,WEST,1839,147,1693.51,935,112,1189.7
2026-08-26,PIZZ,NORTHEAST,1879,154,1791.25,795,92,939.99
2026-08-26,PIZZ,SOUTHEAST,1607,144,1583.23,770,80,875.54
2026-08-26,PIZZ,MIDWEST,1382,123,1511.75,726,82,773.52
2026-08-26,PIZZ,WEST,1871,162,1844.07,1017,119,1320.54
2026-08-27,PIZZ,NORTHEAST,1791,158,1879.12,833,97,1006.55
2026-08-27,PIZZ,SOUTHEAST,1660,153,1821.09,799,94,1066.63
2026-08-27,PIZZ,MIDWEST,1422,140,1642.67,718,78,895.9
2026-08-27,PIZZ,WEST,1968,177,2095.64,863,99,1133.48
2026-08-28,PIZZ,NORTHEAST,1881,162,1802.55,823,109,1236.75
